#node1 node2 weight
protection want 8
money protection 8
mb money 8
already mb 8
already trying 8
squeeze trying 8
nato squeeze 8
awesome sure 8
awesome meeting 8
bidding meeting 8
bidding starting 8
clean wash 8
dc wash 8
iran represent 8
iraqi represent 8
curious let 8
bombed murder 8
bombed shit 8
iran shit 8
standing tall 8
proud tall 8
never proud 8
proud safe 8
home land 8
idea work 8
new work 8
friend new 8
old u 8
friend old 8
ex friend 16
republican stroke 8
stroke trump 8
ego trump 8
bone msb 8
rent saw 8
entire rent 8
45th entire 8
45th floor 8
floor trump 8
come tower 8
iraqi wish 48
president wish 48
send trump 48
destructive send 48
destructive missile 48
green missile 40
green zone 40
kill zone 40
jared sure 8
done jared 8
bang done 8
bang job 8
job middle 8
beautiful sure 8
beautiful discussion 8
discussion idiot 8
peace strength 24
come peace 8
come diplomacy 8
diplomacy strength 8
must strength 8
forever impeached 16
man waste 8
created man 8
created mess 8
mess talking 8
saudi talking 8
ara saudi 8
muslim teen 8
accused teen 8
accused starting 8
grass starting 8
fire grass 8
australia fire 8
australia laugh 8
laugh leaf 8
court leaf 8
appreciate support 16
support terror 16
killing terror 16
danger killing 16
danger territory 16
territory world 8
jared need 8
need taken 8
care taken 8
saving tweet 8
saving time 8
energy essential 8
essential pr 8
refuse shame 8
place refuse 8
hacking place 8
device hacking 16
minister saudi 8
finance minister 8
finance last 8
couple week 8
couple hour 8
follower leader 8
crash leader 8
country crash 8
country sell 8
sell u 8
discus yet 8
discus terrorist 8
bumble strategy 8
bumble next 8
mistake next 8
bad picking 8
bad habit 8
burning habit 8
burning ruling 8
crumbling ruling 8
crumbling empire 8
iran predicted 8
attack attempt 8
attempt reelection 8
daily reelection 8
daily show 8
reason sending 16
article sending 8
impeachment senate 8
put rating 8
impeach rating 8
watched year 8
accuse watched 8
accuse disagree 8
disagree guilty 8
eve guilty 8
territory w 8
clean hole 8
hole oval 8
greece take 8
back take 8
back burner 8
exactly trump 8
exactly founder 8
mind trump 8
narcissistic trump 8
megalomaniac narcissistic 8
aligned getting 8
aligned boyfriend 8
amp boyfriend 8
journalist war 8
believe world 8
biggest world 8
biggest monster 8
hope monster 8
get hope 16
52 bomb 8
iran retreat 8
hard retreat 8
prepare revenge 8
another example 8
example ignorance 8
disregard ignorance 8
disregard rule 8
law rule 8
america law 8
always america 8
country directly 8
invaded responsible 8
invaded wrong 8
work wrong 8
champ work 8
discussed non 8
non stability 8
president time 40
backbone president 8
backbone thank 8
kill retaliation 8
15 retaliation 8
15 17 8
17 terrorist 8
commit willingness 8
many mention 32
favor many 32
favor owe 32
along owe 32
along putin 32
putin xi 32
jong xi 32
get impeached 8
fails trump 8
fails he 8
bully he 8
bully delusion 8
delusion grandeur 8
maybe spend 8
money snap 8
benefit snap 8
benefit healthcare 8
attempt healthcare 8
attempt save 8
as save 8
accuse farc 8
major send 8
city major 8
city high 8
high speed 8
clown white 8
te witness 8
hated thought 8
australia hated 8
australia must 8
month must 8
month tweet 8
hard tweet 8
hard keep 8
emotion keep 8
said ukraine 8
ukraine worried 8
blast hope 8
blast jerking 8
fact well 8
fact surprised 8
surprised two 8
supporter two 8
supporter terrorist 8
meeting terrorist 16
big know 8
big earthquake 8
rico right 8
know pr 8
part pr 8
begged right 8
begged help 8
cowardly help 8
cowardly position 8
caving thanked 8
caving saudi 8
ordering saudi 8
hit ordering 8
office think 8
locked think 16
slow steady 8
steady win 8
race win 8
impeachment mention 8
even impeachment 8
american reply 8
american freedom 8
freedom speech 8
human speech 8
fat really 8
fat go 8
diet go 8
impeached news 8
good iran 32
kill plan 8
america kill 16
bee thing 8
gaddafi took 8
gaddafi saddam 8
outrage saddam 8
outrage washington 8
medium washington 8
full medium 8
let okay 16
release testify 8
document prove 8
innocent prove 8
funny yeah 8
funny hear 8
hear meeting 8
american oh 8
republican see 8
republican treat 8
exactly mr 8
exactly need 8
need treat 8
iranian treat 8
people stand 9
rogue state 24
state us 8
taxpayer us 8
dollar taxpayer 8
dollar fact 8
checker fact 8
checker fight 8
sorry took 8
iranian took 8
general terrorist 8
done terrorist 8
done opt 8
lying u 8
tell truth 8
give truth 8
fact give 8
guilty narcissist 8
narcissist wrong 8
witch wrong 8
george job 8
arrested george 8
arrested tried 8
terrorist tried 8
case funny 8
case dy 8
dy gop 8
continue gop 8
continue provide 8
filthy liar 8
bring cash 8
heard nice 8
great heard 8
medium saudi 8
lose parent 8
child lose 8
child husband 8
amp husband 8
amp wife 8
lose wife 8
lose partner 8
baby partner 8
baby lose 8
lose mom 8
man scared 8
make mouth 8
cant mouth 8
cant stand 8
fight stand 8
fight little 8
go little 8
read war 8
act course 8
cant course 8
actually cant 8
actually read 8
big money 8
big mouth 8
send troop 8
help troop 8
appalled reaction 8
fantastic reaction 8
journalist journalist 8
blonde journalist 8
blonde female 8
dirty happy 8
death happy 8
death man 8
god man 8
god tremble 8
sending u 8
people sending 8
fight people 8
fight petty 8
petty war 8
baby big 8
saudi talk 8
attacked saudi 8
immediate supposed 8
immediate readout 8
meet readout 8
support uk 8
support usa 8
one want 16
involved want 8
involved shit 8
buddy shit 8
founder put 8
impeachment put 8
impeachment place 8
choice place 8
america choice 8
america rid 24
greed rid 8
amazing truly 16
amazing syphilitic 8
sock syphilitic 8
monkey sock 8
monkey squatting 8
play squatting 8
partisan play 8
game partisan 8
course gop 8
fool gop 8
impeached least 8
amount least 8
amount time 8
dear leader 8
leader mad 8
con mad 8
con good 8
good keeping 8
dictator keeping 8
lawless mind 8
incompetent lawless 8
incompetent president 17
love th 8
always arabia 8
always lead 8
lead way 8
peace way 8
bet yeah 8
bet couple 8
couple scum 8
bag scum 8
even sir 8
dead even 8
dead iranian 8
evil iranian 8
evil terrorist 16
commander terrorist 8
commander keep 8
killing people 8
evil people 8
evil sin 8
strike telling 8
next strike 8
going testify 9
terrorist trump 8
block iran 8
iran top 16
diplomat top 8
coming diplomat 8
coming u 8
pat u 8
gray pat 8
gray unleashed 8
idiot two 8
crazy thing 8
advertiser thing 8
advertiser keep 8
keep paying 8
gave money 8
gave help 8
climate help 8
change strongly 8
strongly support 8
instead support 8
difference sunni 8
muslim sunni 8
muslim one 8
mohammed think 8
america never 8
great islam 8
iranian islam 8
iranian islamic 8
islamic regime 8
death regime 8
best bone 8
cutting saw 8
cutting murdered 8
tell theory 8
raking theory 8
floor forest 8
helping pacific 8
island pacific 8
community island 8
community struggling 8
climate struggling 8
job well 8
terrorist terrorist 8
another busy 8
busy day 8
day office 8
demonstrating toughness 8
mostly toughness 8
absent mostly 8
absent clinton 8
administration clinton 8
climate fellow 8
climate denier 8
cultural discus 16
site target 16
america give 8
billion give 8
billion israel 8
105 year 8
105 million 8
dollar ha 8
assassinated iran 8
blood general 8
hand name 8
know super 8
busy super 8
busy word 8
support word 8
rico support 8
fireman send 8
fireman help 8
help like 8
canada like 8
day dedicate 8
day traitor 8
traitor walked 8
national walked 8
day national 8
day w 8
know permission 8
know move 8
move till 8
daddy till 8
daddy tell 8
american resident 8
come resident 8
high kb 8
five high 8
five killing 8
he killing 16
scam u 8
baba u 8
baba whole 8
iran whole 8
impeached loser 8
please war 24
due respect 8
respect turn 8
busted get 8
funny never 8
mention never 8
horrible mention 8
homelessness horrible 8
florida homelessness 8
keep strong 8
still strong 8
stand still 8
side stand 8
talk targeting 8
culture targeting 8
culture site 8
site tehran 8
stop tweeting 16
playing stop 8
golf playing 16
give journalist 8
body journalist 8
many unbelievable 8
believe people 8
believe fake 8
name someone 8
el someone 9
blood el 8
blood neither 8
neither th 8
fictional guilt 8
climate fictional 8
proven trump 8
entire proven 8
longer world 8
longer mentally 8
competent mentally 8
competent enough 8
enough lead 8
hurt never 8
hurt iranian 16
here iranian 8
here tc 8
boyle tc 8
boyle video 8
might video 8
like might 8
need stay 8
afloat stay 8
afloat another 8
like see 8
meeting see 8
meeting note 8
believe note 8
believe word 8
say word 8
believe say 8
good stave 8
except obstruction 8
justice obstruction 8
justice treason 8
cool ok 8
blow need 8
blow great 8
shocker trump 8
repeating trump 8
lie repeating 8
hears lie 8
fox hears 8
leader usa 8
dick leader 8
dick though 8
mr see 8
iranian see 8
iraq people 32
embassy u 8
baghdad embassy 8
baghdad nothing 8
nothing voted 8
never voted 8
sir take 24
moment take 8
direct moment 8
direct someone 8
send staff 8
jong u 8
eat musty 8
bitch musty 8
killed troop 16
killed po 16
doubtful showed 8
concern showed 8
concern saudi 8
saudi yemen 8
targeting yemen 8
civilian targeting 8
civilian site 8
bias fox 8
assume job 8
job performance 8
got news 8
know news 8
going sa 8
diversion impeachment 8
impeachment see 8
created see 8
created new 8
new rule 8
rule yesterday 8
try yesterday 8
hug press 8
hand press 8
hand maybe 8
last maybe 8
hug last 16
goodby last 8
publicizing special 8
ops special 8
ops twitter 8
dumbest twitter 8
dumbest thing 8
also mccarthy 8
corrupt show 8
corrupt really 8
big fan 8
fan saudi 8
arabia cant 8
cant forget 8
forget one 8
sa terrorist 8
contest follow 8
ask body 8
hacking involved 8
cause device 8
cause sex 8
scandal sex 8
scandal w 8
raise shame 8
raise tension 8
make tension 8
money think 8
asking saw 8
asking friend 8
exactly wont 8
party wont 8
allow party 8
allow john 8
john testify 8
seeing testify 8
moment thought 8
said thought 8
said stability 8
homeless worry 8
homeless soon 8
enough soon 16
oil stability 8
80 price 8
head million 8
banana love 8
love must 8
prison scared 8
prison started 8
got left 8
preservation stand 8
monument preservation 8
president republican 128
give president 256
medicare u 128
engineering russian 8
engineering mr 8
convinced president 8
already convinced 8
called little 8
little noise 8
greatly president 8
appreciated greatly 8
know sister 8
jones sister 8
jones military 8
husband military 8
husband officer 8
ever happen 8
country happen 8
idea step 8
get step 8
better president 8
trump updating 8
military updating 8
dismantled military 8
send ur 8
troop ur 8
australia troop 8
big help 8
big fire 8
fire hero 8
question simple 8
blah blah 32
blah nothing 8
bullshit nothing 8
bullshit lunacy 8
muslim snakehead 8
burning snakehead 8
australia burning 8
australia jungle 8
animal jungle 8
animal god 8
believe god 16
believe ever 8
inauguration v 8
america mako 16
home mako 8
home word 8
iraqi word 8
dialect iraqi 8
boot shake 8
boot coming 8
coming fault 8
killing trump 8
general head 8
head mujahedeen 8
iran mujahedeen 8
bush george 8
bush entered 8
entered iraq 8
iraq time 8
15 time 8
old see 8
call nick 8
